item_id,item_price,item_cnt_day,sales_amount
0,58.0,1.0,58.0
2,58.0,1.0,58.0
3,79.0,1.0,79.0
4,58.0,1.0,58.0
5,28.0,1.0,28.0
6,100.0,1.0,100.0
7,28.0,1.0,28.0
8,58.0,1.0,58.0
9,58.0,1.0,58.0
10,28.0,1.0,28.0
11,58.0,1.0,58.0
12,189.0,1.0,189.0
13,58.0,1.0,58.0
14,28.0,1.0,28.0
15,58.0,1.0,58.0
16,58.0,1.0,58.0
17,98.0,1.0,98.0
18,58.0,1.0,58.0
19,28.0,1.0,28.0
20,58.0,1.0,58.0
21,58.0,1.0,58.0
22,28.0,1.0,28.0
23,28.0,1.0,28.0
24,98.0,1.0,98.0
25,58.0,1.0,58.0
26,58.0,1.0,58.0
28,310.0104651162791,0.9767441860465116,300.7546511627907
33,252.83192771084336,1.0072289156626506,255.35481927710845
34,144.21311475409837,1.0,144.21311475409837
36,183.0121951219512,1.0,183.0121951219512
37,143.69103448275862,1.0,143.69103448275862
40,245.13829787234042,1.0,245.13829787234042
41,237.7906976744186,1.0,237.7906976744186
42,270.6697247706422,1.0,270.6697247706422
43,167.22222222222223,1.0,167.22222222222223
44,265.49514563106794,1.0,265.49514563106794
45,293.6896551724138,1.0114942528735633,297.1264367816092
46,241.04347826086956,1.0,241.04347826086956
47,244.56363636363636,0.9636363636363636,235.5090909090909
48,243.0,1.0,243.0
49,271.55913978494624,0.9946236559139785,270.2204301075269
50,249.0,1.0,249.0
51,265.7083333333333,1.0350877192982457,273.91008771929825
52,250.66153846153847,0.9692307692307692,243.0
53,292.6952127659574,1.0106382978723405,295.8760638297872
54,287.605,1.0,287.605
55,245.53404255319148,1.0,245.53404255319148
56,288.84615384615387,1.0,288.84615384615387
57,287.1338607594937,0.9873417721518988,283.3490506329114
58,127.0,1.0,127.0
59,243.3941908713693,1.008298755186722,245.46058091286307
60,244.84615384615384,1.0,244.84615384615384
61,319.9166666666667,1.0,319.9166666666667
62,309.63324324324327,1.0,309.63324324324327
63,141.14166666666668,1.0,141.14166666666668
64,129.04425531914893,1.0,129.04425531914893
65,392.8337777777778,1.0,392.8337777777778
66,396.7237288135593,1.0338983050847457,410.2491525423729
67,144.2923076923077,1.010989010989011,145.65494505494505
68,28.0,1.0,28.0
71,533.4724137931034,1.0,533.4724137931034
72,116.00689655172413,1.0,116.00689655172413
73,52.111111111111114,1.0,52.111111111111114
74,519.0,1.0,519.0
75,142.10588235294117,1.0,142.10588235294117
76,489.1046511627907,1.0730897009966778,525.5764119601329
79,395.4736842105263,1.0263157894736843,405.9736842105263
80,233.97166666666666,1.0,233.97166666666666
81,294.44,1.04,306.4
82,288.0,1.0,288.0
84,141.0,1.0,141.0
85,289.54017857142856,0.9642857142857143,278.86160714285717
86,38.0,1.0,38.0
87,517.5185185185185,1.0,517.5185185185185
88,139.8186046511628,1.0,139.8186046511628
89,136.35714285714286,1.0,136.35714285714286
91,478.2419871794872,1.064102564102564,508.9519230769231
92,249.0,1.0,249.0
93,245.7642424242424,1.006060606060606,247.2733333333333
94,171.9090909090909,1.0,171.9090909090909
95,259.0,1.0,259.0
96,145.23809523809524,1.0,145.23809523809524
97,143.10630252100842,1.050420168067227,150.61890756302523
99,130.60221649484535,1.0,131.11422680412372
100,141.27692307692308,1.0,141.27692307692308
101,206.71428571428572,1.0,206.71428571428572
105,28.0,1.0,28.0
106,28.0,1.0,28.0
107,172.0,1.0,172.0
108,172.0,1.0,172.0
109,221.01754385964912,0.9824561403508771,216.64912280701753
110,172.0,1.0,172.0
111,203.7826086956522,1.0,203.7826086956522
112,172.0,1.0,172.0
113,220.82432432432432,0.9932432432432432,219.1418918918919
114,172.0,1.0,172.0
115,189.47619047619048,1.0,189.47619047619048
116,89.0,1.0,89.0
117,172.0,1.0,172.0
118,114.0,1.0,114.0
119,75.0,1.0,75.0
120,114.0,1.0,114.0
121,172.0,1.0,172.0
122,75.0,1.0,75.0
123,314.0,1.0,314.0
124,114.0,1.0,114.0
125,114.0,1.0,114.0
126,114.0,1.0,114.0
127,114.0,1.0,114.0
128,114.0,1.0,114.0
129,114.0,1.0,114.0
130,114.0,1.0,114.0
131,114.0,1.0,114.0
132,216.0,1.0,216.0
133,226.5483870967742,1.0,226.5483870967742
134,249.0,1.0,249.0
135,250.0,1.0,250.0
136,162.33333333333334,1.0,162.33333333333334
137,172.0,1.0,172.0
138,249.0,1.0,249.0
139,249.0,1.0,249.0
141,144.0,1.0,144.0
142,299.0,1.0,299.0
143,249.0,1.0,249.0
144,114.0,1.0,114.0
145,144.0,1.0,144.0
146,110.0,1.0,110.0
147,110.0,1.0,110.0
148,114.0,1.0,114.0
149,243.7517142857143,1.0114285714285713,246.5974285714286
150,188.0,1.0,188.0
151,236.57142857142858,1.0,236.57142857142858
152,238.5,1.0,238.5
153,398.7026845637584,1.0,398.7026845637584
154,293.04132841328413,1.018450184501845,298.5579335793358
155,291.6068376068376,1.0128205128205128,295.44017094017096
156,294.11101694915254,1.0127118644067796,297.91186440677967
157,110.0,1.0,110.0
158,110.0,1.0,110.0
159,110.0,1.0,110.0
160,110.0,1.0,110.0
161,119.0,1.0,119.0
162,249.0,1.0,249.0
163,129.0,1.0,129.0
164,114.0,1.0,114.0
165,249.0,1.0,249.0
166,245.80648148148146,1.0,245.80648148148146
167,149.0,1.0,149.0
169,172.0,1.0,172.0
170,249.0,1.0,249.0
171,249.0,1.0,249.0
172,250.0,1.0,250.0
174,80.0,1.0,80.0
175,191.0,1.0,191.0
176,250.0,1.0,250.0
177,247.0,1.0,247.0
178,250.0,1.0,250.0
179,250.0,1.0,250.0
180,80.0,1.0,80.0
181,100.0,1.0,100.0
182,100.0,1.0,100.0
183,99.0,1.0,99.0
184,99.0,1.0,99.0
185,99.0,1.0,99.0
186,100.0,1.0,100.0
187,99.0,1.0,99.0
188,99.0,1.0,99.0
189,99.0,1.0,99.0
190,99.0,1.0,99.0
191,100.0,1.0,100.0
192,99.0,1.0,99.0
193,99.0,1.0,99.0
194,99.0,1.0,99.0
195,100.0,1.0,100.0
196,129.0,1.0,129.0
197,236.7051282051282,1.0,236.7051282051282
198,195.6,1.0,195.6
199,242.0888888888889,1.0,242.0888888888889
200,249.0,1.0,249.0
201,80.0,1.0,80.0
202,245.39032258064518,1.0,245.39032258064518
205,249.0,1.0,249.0
206,120.0,1.0,120.0
207,98.0,1.0,98.0
208,172.0,1.0,172.0
209,172.0,1.0,172.0
210,236.65625,1.0,236.65625
211,216.0,1.0,216.0
212,216.0,1.0,216.0
213,247.17030456852794,1.0304568527918783,254.76928934010155
214,172.0,1.0,172.0
215,249.0,1.0,249.0
216,172.0,1.0,172.0
217,172.0,1.0,172.0
218,249.0,1.0,249.0
219,249.0,1.0,249.0
220,144.0,1.0,144.0
221,144.0,1.0,144.0
222,144.0,1.0,144.0
223,144.0,1.0,144.0
224,237.57142857142858,1.0,237.57142857142858
225,249.0,1.0,249.0
226,246.7906976744186,1.0,246.7906976744186
227,114.0,1.0,114.0
228,240.70833333333334,1.0,240.70833333333334
229,80.0,1.0,80.0
230,240.7866666666667,1.0,240.7866666666667
231,80.0,1.0,80.0
232,249.0,1.0,249.0
233,249.0,1.0,249.0
234,249.0,1.0,249.0
235,249.0,1.0,249.0
236,249.0,1.0,249.0
238,249.0,1.0,249.0
239,80.0,1.0,80.0
240,144.0,1.0,144.0
241,80.0,1.0,80.0
242,172.0,1.0,172.0
243,250.0,1.0,250.0
244,249.0,1.0,249.0
245,100.0,1.0,100.0
246,250.0,1.0,250.0
247,250.0,1.0,250.0
248,249.0,1.0,249.0
250,144.0,1.0,144.0
251,172.0,1.0,172.0
252,249.0,1.0,249.0
253,243.96506024096385,1.0,243.96506024096385
255,216.0,1.0,216.0
256,188.0,1.0,188.0
257,240.47663551401868,0.9626168224299065,231.16822429906543
258,245.9189189189189,0.972972972972973,239.1891891891892
259,240.11242236024844,1.0,240.11242236024844
260,188.0,1.0,188.0
261,172.0,1.0,172.0
262,172.0,1.0,172.0
263,250.0,1.0,250.0
264,199.0,1.0,199.0
265,210.33333333333334,1.0,210.33333333333334
266,144.0,1.0,144.0
267,217.0,1.0,217.0
268,172.0,1.0,172.0
270,249.0,1.0,249.0
271,129.0,1.0,129.0
272,250.0,1.0,250.0
273,181.5,1.0,181.5
274,114.0,1.0,114.0
275,144.0,1.0,144.0
276,243.52,1.0133333333333334,246.84
277,250.0,1.0,250.0
278,249.0,1.0,249.0
279,144.0,1.0,144.0
280,250.0,1.0,250.0
281,224.1,1.0,224.1
283,236.5,1.0,236.5
284,239.0,1.0,239.0
