item_id,item_price,item_cnt_day,sales_amount
0,1.056849315068493,14.205479452054794,10.40945205479452
1,0.3766666666666667,20.625,4.962083333333333
2,0.21,6.655172413793103,1.3975862068965517
3,0.48750000000000004,-3.25,0.8125
5,0.42000000000000004,3.2,1.3439999999999999
6,0.42,4.25,1.785
7,0.8600000000000001,14.241758241758241,10.932307692307692
8,0.648080808080808,14.015151515151516,7.777878787878787
10,1.4138068181818182,12.670454545454545,12.534886363636362
11,1.88135593220339,12.11864406779661,18.240593220338983
15,1.2343243243243243,13.952702702702704,13.225608108108107
16,3.663009708737864,4.495145631067961,14.114271844660196
17,3.4411290322580648,4.725806451612903,15.223870967741936
18,3.8273333333333337,3.4555555555555557,11.30988888888889
19,3.3197674418604652,7.476744186046512,21.130348837209304
29,4.909253731343284,3.037313432835821,13.461194029850747
30,8.29,1.0,8.29
31,0.13422535211267606,19.464788732394368,5.080422535211268
32,0.09,5.75,0.8999999999999999
36,0.4340740740740741,13.814814814814815,10.74
37,0.8460000000000001,19.584615384615386,16.20692307692308
38,0.7457894736842106,4.052631578947368,3.6789473684210523
40,0.08,17.666666666666668,3.9199999999999995
42,0.7933333333333333,5.933333333333334,3.853333333333333
48,0.9375,11.75,15.3125
55,0.52,-0.4,1.3
56,0.33599999999999997,-2.6,1.176
57,0.6164285714285714,9.880952380952381,4.121904761904762
59,0.3733333333333333,19.444444444444443,9.333333333333334
62,0.27999999999999997,-8.333333333333334,7.0
63,0.5,3.5,1.75
64,0.3333333333333333,6.666666666666667,4.833333333333333
65,1.7625,3.5,0.48750000000000004
66,1.25,3.5,4.375
67,2.598888888888889,1.75,4.530555555555555
68,2.4295,1.45,3.807
72,1.4634313725490198,7.990196078431373,6.782843137254902
73,0.31585798816568045,18.36094674556213,4.158284023668639
74,0.30455882352941177,10.573529411764707,2.3536029411764705
75,0.2993814432989691,16.9553264604811,3.56
76,0.3123880597014925,10.432835820895523,2.40365671641791
77,0.8166666666666668,0.6666666666666666,2.6166666666666667
78,1.09375,1.875,2.03125
79,1.2361111111111112,1.9444444444444444,2.3655555555555554
80,0.5884999999999999,7.85,2.975833333333333
81,0.09333333333333334,3.1818181818181817,9.633939393939395
84,1.4000000000000001,6.666666666666667,16.8
86,1.37625,7.875,8.295000000000002
87,1.9418181818181817,3.590909090909091,5.695909090909091
88,1.8395402298850574,5.206896551724138,6.848850574712644
89,1.747093023255814,4.6395348837209305,5.631976744186046
90,1.8228865979381443,4.77319587628866,5.676701030927835
91,2.3169999999999997,6.8,7.464
92,1.778421052631579,4.863157894736842,5.585263157894737
94,0.8455555555555555,18.444444444444443,7.91
96,0.42,6.0,2.52
100,0.3538613861386139,12.514851485148515,3.102079207920792
101,0.3507692307692308,10.846153846153847,2.677948717948718
103,1.17,10.9,10.745
104,1.1538461538461537,1.4615384615384615,2.7884615384615383
105,0.7385185185185186,12.592592592592593,3.6774074074074075
108,2.55,3.717391304347826,9.479347826086956
109,0.7533333333333333,12.5,5.391666666666667
110,1.3610344827586207,10.10344827586207,9.51948275862069
112,0.42,3.2222222222222223,1.3533333333333333
113,0.8166666666666668,2.888888888888889,3.1500000000000004
114,0.42,3.0,1.26
115,3.75,2.0,7.5
117,1.91046511627907,2.9069767441860463,6.603023255813953
118,2.04,-3.6,2.55
119,3.0904225352112675,5.732394366197183,14.498732394366195
120,3.430754716981132,1.7169811320754718,12.429245283018869
121,5.06,5.2,26.312
122,2.4735789473684213,3.294736842105263,4.915684210526316
123,1.8074647887323942,2.732394366197183,3.43
124,2.251860465116279,2.1627906976744184,4.533488372093023
125,2.0278947368421054,1.9473684210526316,3.7682894736842103
126,2.136767676767677,2.6464646464646466,4.4409090909090905
127,2.4062745098039215,3.6470588235294117,5.996078431372549
128,1.517530864197531,2.9012345679012346,4.328518518518519
129,1.4815151515151515,2.212121212121212,2.8842424242424243
130,1.3877551020408163,3.1020408163265305,3.9508163265306124
131,1.7224242424242426,1.9898989898989898,2.9524242424242426
132,1.720909090909091,2.212121212121212,3.2093939393939395
133,1.7337735849056604,3.2452830188679247,6.022264150943396
134,1.6524193548387098,2.564516129032258,4.001451612903226
135,3.397878787878788,1.3333333333333333,4.277272727272727
136,2.879,1.55,4.521
137,2.693,1.25,3.313
138,2.4078947368421053,2.1578947368421053,4.297894736842105
139,4.016835443037975,2.6455696202531644,9.786518987341774
140,1.6172222222222221,1.3888888888888888,2.3072222222222223
141,2.490625,1.25,3.105625
143,1.6969072164948453,2.8762886597938144,4.611752577319588
144,3.2436363636363637,1.2727272727272727,4.003636363636364
145,0.8333333333333334,-4.0,4.166666666666667
146,1.5633009708737866,7.621359223300971,9.83
147,1.5869753086419751,9.595679012345679,12.251141975308643
148,1.6181573033707866,11.357303370786516,14.423516853932584
149,1.6475075075075076,11.024024024024024,14.25003003003003
150,1.65,4.0,6.6
152,4.0184,-0.34,10.0092
153,3.953861788617886,4.979674796747967,16.771666666666665
154,3.271315789473684,0.9473684210526315,7.205526315789474
156,3.822179487179487,2.2435897435897436,11.954102564102564
158,4.857647058823529,-3.9411764705882355,11.031764705882352
159,4.25,1.25,5.3125
160,4.7219999999999995,1.8,7.693666666666667
161,2.55,1.9090909090909092,4.868181818181818
162,2.55,2.125,5.418749999999999
163,2.933333333333333,1.9285714285714286,6.3340476190476185
164,4.890545454545455,-0.8727272727272727,6.275818181818182
165,3.66,-0.25,5.0485
166,4.245116279069768,3.395348837209302,13.436976744186046
168,5.872222222222222,4.711111111111111,14.886666666666667
169,4.708620689655173,4.896551724137931,14.720689655172412
170,1.0896666666666666,3.0866666666666664,3.1142666666666665
171,3.0023155737704914,9.565573770491802,22.488340163934424
172,2.857877871825877,11.52720677146312,26.20073760580411
174,1.2816,4.293333333333333,6.261733333333333
175,1.6662652068126522,6.897810218978102,8.606824817518248
176,1.7591768826619965,8.302977232924693,11.506217162872154
177,1.206985731272295,15.69322235434007,19.8311355529132
178,1.198620218579235,13.282786885245901,17.062418032786887
179,1.1330603448275862,16.808429118773947,20.78227969348659
180,2.1111058601134216,11.959042218021423,22.21116257088847
181,2.1685776699029122,9.56504854368932,17.675077669902915
182,2.0933203732503887,9.418351477449455,17.33477060653188
183,2.0571532534246577,9.934075342465754,18.349820205479453
184,0.92,4.578947368421052,5.787368421052631
185,0.8452427184466019,4.543689320388349,3.6022330097087374
186,1.6005172413793103,5.137931034482759,9.411034482758621
187,1.095132743362832,1.345132743362832,5.5380530973451325
192,2.36225,4.835,10.533100000000001
193,2.369139072847682,2.3973509933774833,6.1652317880794705
194,2.5077450980392157,4.947712418300654,10.094313725490197
195,0.9903225806451613,4.951612903225806,4.387419354838709
